age, income, credit_score, loan_amount, loan_term, employment_years, debt_to_income     , existing_loans, savings_balance, will_default, suggested_interest_rate
 22, 28233 ,          816,       96724,        12,                6, 0.44223198705780054,              0,            3197,            1,     17.833225192468014
 39, 24412 ,          577,       41583,        12,                3, 0.4098745121808991 ,              3,           18584,            1,     23.662077598651425
 46, 47828 ,          568,       34295,        48,                0, 0.2512281571315058 ,              0,           14681,            1,     22.216672348023177
 20, 34013 ,          699,       71113,        60,                2, 0.3101888850962616 ,              4,            6657,            1,     24.571894842350193
 29, 33596 ,          802,       85565,        36,                4, 0.7769828481464878 ,              1,            1263,            1,     19.03298482886666
 43, 24972 ,          385,       54574,        12,                6, 0.3020539402069552 ,              3,           35101,            1,     18.63727929908629
 33, 40631 ,          619,       69934,        60,                5, 0.24939829377788775,              3,            9787,            1,     12.169415891111866
 68, 26906 ,          331,       35066,        24,                6, 0.4753464197478334 ,              0,            7279,            1,     14.347898577719887
 54, 28091 ,          635,       88149,        60,                2, 0.5696706238492085 ,              0,           21667,            1,     18.469063844349392
 39, 55967 ,          350,       90096,        36,                6, 0.6075651777486955 ,              2,            5470,            1,     21.783371589178916
 46, 48896 ,          378,       13945,        48,                0, 0.6279730291478414 ,              2,            8292,            1,     22.693833514270096
 31, 59697 ,          473,       34418,        36,                0, 0.1257827440603272 ,              3,           19548,            1,     15.682462431918589
 45, 17019 ,          800,       87607,        12,                0, 0.3756322802656943 ,              3,            4991,            1,     21.26194415021763
 22, 50197 ,          375,       54874,        12,               11, 0.6417706558481632 ,              0,           14801,            1,     22.770882725851454
 64, 91512 ,          615,       22130,        60,                0, 0.7333964712600907 ,              4,            2958,            1,     16.87245738622108
 66, 42554 ,          672,       91257,        36,                8, 0.5215400863329483 ,              4,           12118,            1,     21.042226215214715
 47, 66494 ,          380,       73248,        12,                1, 0.13661479745677998,              0,            7142,            1,     17.684654785660907
 63, 66320 ,          370,       87627,        24,                3, 0.37765206409859187,              2,            1802,            1,     24.813479215838093
 69, 67303 ,          370,       86393,        24,               12, 0.15195898110791828,              2,            1461,            1,     12.086678086966515
 22, 53333 ,          345,       46394,        48,                4, 0.6239765038792092 ,              4,            6119,            1,     17.386485515312707
 29, 61321 ,          346,       54635,        60,                1, 0.14445382849716568,              3,           12407,            1,     15.428313237434493
 33, 63980 ,          721,       87089,        12,                1, 0.2300117467146241 ,              0,            9245,            1,     23.04657519188102
 43, 62708 ,          448,       22404,        48,               12, 0.39187089677534204,              3,           19291,            1,     15.732635830598642
 43, 27651 ,          429,       77629,        24,                2, 0.42385385698041045,              2,            4937,            1,     19.069991156514625
 65, 15852 ,          755,       18156,        48,                4, 0.3845371902205086 ,              4,           18556,            1,     21.62350282656439
 38, 18928 ,          804,       60618,        48,                3, 0.4243776526242    ,              3,             377,            1,     18.463993561561853
 56, 44596 ,          543,       54999,        12,                2, 0.5992674064141399 ,              2,            4553,            1,     17.33523314591504
 53, 61878 ,          773,       18785,        12,                1, 0.35848817606887906,              2,             757,            1,     12.552734064432045
 50, 27911 ,          681,       53359,        12,                5, 0.4834253214054335 ,              2,           25163,            1,     12.298118193810863
 47, 68479 ,          402,       95807,        60,                6, 0.3123584802701126 ,              3,            6449,            1,     24.445188535741508
 54, 39954 ,          788,       19694,        48,                1, 0.3475392465633379 ,              1,            3800,            1,     20.362172747502836
 40, 40144 ,          336,       41114,        48,                7, 0.5296592713294567 ,              4,            6782,            1,     22.728299378020502
 27, 33277 ,          848,       74549,        60,                9, 0.44334625614591405,              2,            7610,            1,     18.245698968922966
 22, 12304 ,          819,       62230,        24,               12, 0.6061254064014968 ,              3,           18723,            1,     15.400552950222334
 53, 54586 ,          632,       37799,        36,                0, 0.4923770116362248 ,              0,            7818,            1,     15.828991136878699
 51, 84253 ,          696,       95288,        24,                1, 0.662501859768711  ,              4,            5645,            1,     12.565391040577047
 69, 48746 ,          595,       16156,        60,                9, 0.41038574909630166,              0,           32533,            1,     22.28148571227113
 48, 12987 ,          406,       15304,        48,                1, 0.4437235339067611 ,              0,           34596,            1,     19.56042014907901
 27, 65606 ,          829,       45645,        48,                0, 0.5689799442306578 ,              3,             391,            1,     18.250423099549568
 36, 17504 ,          382,       43938,        12,               10, 0.2548707610884342 ,              1,           12270,            1,     23.079861580682515
 49, 25819 ,          587,       61982,        12,                1, 0.37015067585188266,              3,            4648,            1,     17.782985359152075
 18, 45233 ,          760,       82614,        48,                2, 0.5373888708081955 ,              3,           11245,            1,     24.323091947846393
 22, 52456 ,          514,       96614,        48,                2, 0.12021338848601548,              4,           10131,            1,     12.172074881971989
 62, 29826 ,          580,        7315,        12,                9, 0.4058800035437592 ,              3,            4006,            1,     24.8000126951086
 21, 44453 ,          758,       97756,        12,                2, 0.5191949554142818 ,              4,           43168,            1,     22.606485921814986
 33, 64303 ,          643,       17420,        24,               11, 0.7771628723847385 ,              2,            4417,            1,     16.614209628285185
 41, 67043 ,          493,       23312,        48,                4, 0.7139115931323698 ,              4,            9996,            1,     19.739726281541564
 33, 75029 ,          457,       26395,        48,                3, 0.2965193670598607 ,              3,           16787,            1,     23.23986515801829
 19, 88188 ,          764,       45301,        60,                1, 0.45504707282024737,              2,            1571,            1,     18.260778590046183
 66, 66197 ,          403,       51972,        24,                1, 0.13949006086206392,              2,            3574,            1,     12.663646255846007
 45, 45665 ,          333,       68294,        36,                4, 0.268528090372465  ,              1,            2218,            1,     23.748049068715606
 49, 67186 ,          401,       85853,        36,                2, 0.6423991076476632 ,              3,           15224,            1,     18.721211209408224
 44, 59334 ,          624,       53225,        36,               12, 0.18631980859274122,              0,           16154,            1,     19.087044135620037
 37, 60127 ,          440,       87504,        12,                3, 0.2803833673837697 ,              3,            2956,            1,     12.178336297082973
 41, 53544 ,          773,       27854,        36,                3, 0.7608297512150656 ,              0,              41,            1,     13.300858909265518
 29, 31758 ,          330,       75780,        60,                2, 0.6766990603447206 ,              1,            5505,            1,     22.106171991916273
 67, 29438 ,          362,       35929,        12,                7, 0.6472793988542385 ,              3,           11619,            1,     17.654341532772158
 52, 48057 ,          386,       62103,        12,                2, 0.7051902432115098 ,              1,            9741,            1,     24.974758067413532
 50, 52978 ,          603,       68620,        36,                1, 0.6247239806076478 ,              0,            5900,            1,     21.04380978427296
 50, 36411 ,          360,       94590,        12,                9, 0.18441035128276448,              4,            3594,            1,     24.344814877081905
 68, 58466 ,          695,       89124,        24,                4, 0.46159292853966194,              3,            6431,            1,     15.6315776610135
 60, 91615 ,          633,       49590,        24,                4, 0.4109707445616254 ,              2,             152,            1,     14.28999634567555
 54, 15113 ,          710,       77554,        36,                4, 0.3178061047892661 ,              2,             767,            1,     16.89566253124698
 29, 61644 ,          583,       15621,        60,                6, 0.6838282868037239 ,              1,            1775,            1,     15.441991091563448
 20, 48680 ,          765,        5973,        12,                1, 0.42489744166196364,              4,            9819,            1,     19.973753847025282
 18, 59013 ,          379,       63786,        48,                0, 0.1422083209502848 ,              2,            2469,            1,     21.677746600737336
 50, 41385 ,          376,       42097,        36,                8, 0.2924759086041878 ,              2,            5505,            1,     17.227267668250327
 57, 47078 ,          839,       39245,        12,                0, 0.2600347406206116 ,              3,            9713,            1,     13.16799834883316
 27, 52590 ,          660,       70211,        36,                6, 0.7212352193678986 ,              2,           17753,            1,     12.342315499031578
 60, 43967 ,          376,       59841,        36,                0, 0.5532066704473    ,              0,            7977,            1,     14.83436018963316
 61, 19589 ,          808,       30346,        60,                2, 0.4922633861174526 ,              1,            1949,            1,     21.52233666677019
 46, 45321 ,          463,       76980,        48,                0, 0.45465446917509356,              2,           30311,            1,     14.880181372962584
 30, 21671 ,          308,       95417,        12,                3, 0.5550791192790259 ,              3,             943,            1,     23.842665408491946
 29, 63063 ,          474,       54153,        36,                5, 0.6284128827439873 ,              0,            4574,            1,     20.47136562076509
 48, 12689 ,          761,       95382,        36,                0, 0.488069294082057  ,              2,           25424,            1,     23.20716528315949
 63, 70573 ,          606,       81942,        12,                2, 0.7567997906068274 ,              1,            9221,            1,     17.015591422510553
 19, 58591 ,          544,       95975,        36,               13, 0.7837839194552693 ,              1,           10866,            1,     24.786148212799674
 68, 58667 ,          421,       10972,        36,                2, 0.7967396216261762 ,              1,            3590,            1,     20.83347934176921
 67, 6713  ,          484,       53063,        36,                8, 0.5685737770620514 ,              2,             817,            1,     16.64047838158311
 52, 43428 ,          331,       70488,        24,               13, 0.7528343267291149 ,              0,            4553,            1,     14.763008726919109
 40, 73071 ,          609,       62055,        24,               18, 0.38313578671556836,              4,            5144,            1,     23.26490730701663
 34, 39627 ,          671,       69366,        48,               11, 0.7017146738731698 ,              1,            3150,            1,     16.13527758638041
 43, 28438 ,          355,       15931,        60,                1, 0.7364220091177767 ,              0,            2426,            1,     12.576735153192383
 25, 37266 ,          572,       12702,        12,               16, 0.7328983306325929 ,              3,            4392,            1,     15.62256326563599
 46, 48634 ,          763,       89834,        60,                8, 0.6815923980358671 ,              3,           10200,            1,     14.332867809512063
 43, 32972 ,          755,       26540,        60,                9, 0.3846194131488754 ,              0,           29766,            1,     16.156505807687857
 27, 74676 ,          548,       62450,        24,                0, 0.21123523738651406,              3,           12166,            1,     19.972460335115215
 43, 48706 ,          377,       70252,        48,               15, 0.33376944944111214,              3,           15123,            1,     18.505614536703746
 51, 38888 ,          833,       51904,        60,                7, 0.6371019985086651 ,              1,            3653,            1,     21.24105497044998
 68, 23973 ,          407,       57320,        60,                7, 0.2630198579309827 ,              2,            1105,            1,     16.339817802277853
 58, 59688 ,          572,       36000,        36,                0, 0.4347904453781807 ,              2,            3446,            1,     13.557509457269518
 24, 59233 ,          314,        7599,        12,                1, 0.4957796625892704 ,              2,            5152,            1,     14.083481022150977
 21, 34155 ,          669,       92636,        48,               16, 0.5227009937065128 ,              2,           11708,            1,     22.36467594194009
 67, 5273  ,          603,       89719,        12,                3, 0.755007883865159  ,              0,           28027,            1,     13.273878549847346
 62, 58215 ,          504,       61165,        24,                2, 0.5630451142900224 ,              1,           16570,            1,     22.375640829923718
 28, 46263 ,          412,       63855,        60,                9, 0.6504091712541116 ,              0,            3097,            1,     14.764181556252744
 46, 56721 ,          552,        5018,        60,                0, 0.5073148435241435 ,              3,           17164,            1,     20.8192600343454
 53, 89143 ,          740,        5858,        12,                2, 0.6835062232033743 ,              1,            5305,            1,     20.100251753515046
 42, 49463 ,          485,       30992,        24,                2, 0.284564529148834  ,              4,            1929,            1,     13.277385677885736
 38, 39723 ,          526,       37580,        36,                2, 0.24691437016815249,              2,            6185,            1,     20.656225527089973
 53, 27053 ,          827,       75916,        36,                1, 0.7484240341305788 ,              3,            8283,            1,     17.817597396972594
 27, 43751 ,          653,       40800,        60,                1, 0.585436613450165  ,              2,           14414,            1,     21.1931051716547
 54, 53211 ,          300,       63770,        60,                0, 0.5700679039407548 ,              2,            4306,            1,     22.861160291504863
 26, 51066 ,          719,       59941,        48,                5, 0.42710666703991496,              2,            1587,            1,     12.513491799669524
 41, 84469 ,          460,       89451,        12,               12, 0.3636880815054574 ,              4,             991,            1,     20.423516814419703
 52, 59981 ,          460,       42487,        60,                3, 0.48898383613504715,              3,            1192,            1,     13.364451758849153
 66, 47303 ,          427,       17943,        24,                1, 0.184396444595167  ,              2,           29962,            1,     16.925382467158812
 52, 35868 ,          450,       66457,        12,                0, 0.4182987927581755 ,              2,           30313,            1,     12.164820578354925
 65, 55333 ,          743,       23836,        48,                8, 0.4187573931258367 ,              1,           34659,            1,     16.27236954794124
 53, 31859 ,          770,       16394,        36,               17, 0.47683555906098574,              2,            3602,            1,     14.201613040764261
 35, 53596 ,          762,       77158,        48,                2, 0.5442799300570417 ,              1,            2127,            1,     19.231435833007147
 66, 59748 ,          329,       30280,        12,                1, 0.7701228561897535 ,              3,           39588,            1,     18.659529319755475
 56, 45670 ,          772,       82318,        36,                4, 0.5565183889642299 ,              3,           44451,            1,     22.31256746394919
 49, 37394 ,          379,        6159,        24,                7, 0.7186076063673881 ,              3,             815,            1,     20.31949707546749
 41, 6294  ,          338,       75162,        36,                3, 0.48941270302841466,              1,           13964,            1,     21.2901364844684
 40, 72876 ,          539,       28440,        36,                4, 0.5388495178392428 ,              4,            3406,            1,     13.202241008165782
 49, 58066 ,          636,       82166,        24,                6, 0.14888586717669874,              4,           24001,            1,     12.36094275213139
 54, 58552 ,          579,       57712,        60,               16, 0.19328460601909092,              2,             934,            1,     24.604040015451396
 29, 18772 ,          415,       52656,        60,                0, 0.5057693046382777 ,              3,           21944,            1,     17.551421310609484
 66, 77596 ,          568,       11589,        36,               29, 0.37699900897062044,              0,              26,            1,     17.134666792832352
 30, 40695 ,          634,       53241,        36,                2, 0.6591673639058513 ,              2,            7380,            1,     12.455161339427063
 40, 44224 ,          611,       28233,        48,                6, 0.4802245124119232 ,              4,            4088,            1,     13.54584048029687
 42, 28614 ,          352,       40011,        60,                4, 0.7176037272659366 ,              4,            5574,            1,     24.226161058292043
 52, 14261 ,          367,       13177,        24,                3, 0.7806321749236039 ,              3,            5687,            1,     21.032985857571216
 58, 73146 ,          333,       39528,        36,                5, 0.20334462958503952,              1,           10601,            1,     17.319756644440545
 47, 75731 ,          685,       66351,        36,                2, 0.3763794261589386 ,              2,             233,            1,     23.75829372546768
 34, 46689 ,          548,       96908,        48,                0, 0.5654867176666216 ,              1,           11755,            1,     19.66860697007344
 66, 36412 ,          410,       61831,        48,                3, 0.3138421287802448 ,              4,             224,            1,     21.70408463161133
 37, 42459 ,          393,       56827,        48,                3, 0.2869226364050466 ,              3,            2049,            1,     17.610794333161408
 65, 43007 ,          709,       28508,        12,                1, 0.6696169924401857 ,              4,            9332,            1,     17.60986486103531
 42, 26002 ,          478,       59933,        24,               13, 0.78626492834112   ,              3,             904,            1,     12.888556497185961
 39, 44154 ,          346,       85501,        12,                1, 0.641662331873237  ,              0,           46998,            1,     21.54165249920554
 30, 53062 ,          675,       73772,        36,                2, 0.4665736359628795 ,              1,           15342,            1,     13.28852624498535
 36, 70363 ,          501,       20611,        48,                0, 0.4097578623617203 ,              2,           12230,            1,     21.93547604695931
 66, 50284 ,          744,       27282,        48,                3, 0.47775340437125546,              3,            3115,            1,     14.481155142469415
 53, 18472 ,          596,       46003,        48,                1, 0.4239877915314151 ,              0,             497,            1,     15.215774271825008
 29, 57070 ,          607,       86365,        60,                3, 0.4520216397499677 ,              0,           38528,            1,     23.932566822864644
 58, 44881 ,          792,       79216,        24,                1, 0.2424171353704594 ,              1,            1599,            1,     18.130379638258752
 36, 77408 ,          637,       16340,        12,                0, 0.7326193645165293 ,              3,           17752,            1,     13.628152840662427
 29, 78589 ,          365,       91643,        24,                7, 0.6281745010662877 ,              2,            2200,            1,     23.76606014375463
 26, 79289 ,          721,       79684,        48,                5, 0.5766841958852541 ,              2,            4685,            1,     17.881161249874935
 24, 38768 ,          839,       88035,        36,                2, 0.7649474796821313 ,              2,           11828,            1,     13.697167272390981
 45, 89797 ,          792,       23165,        60,                0, 0.2990760323389866 ,              4,           29070,            1,     17.080698629920022
 31, 57018 ,          616,       95762,        24,               10, 0.15681158762552996,              4,             199,            1,     19.661280289736194
 48, 82527 ,          374,       23260,        36,                0, 0.6782970622487322 ,              3,            3021,            1,     16.71044637977381
 69, 39947 ,          358,       59515,        48,               13, 0.7988918745544785 ,              2,           14480,            1,     24.01624525609475
 36, 44028 ,          685,       95452,        48,                3, 0.5049027066141396 ,              0,            1904,            1,     15.505889708265773
 64, 55480 ,          314,       35480,        48,                2, 0.14116657153887732,              2,            1181,            1,     14.285730402134023
 33, 53037 ,          530,       57527,        48,                6, 0.6463276281084589 ,              3,             472,            1,     14.872365231288207
 22, 75096 ,          498,       64789,        60,               10, 0.1516243341920891 ,              2,            6981,            1,     13.088749305793463
 52, 45357 ,          653,       56902,        60,                2, 0.47800979038149694,              1,           14598,            1,     17.8798497440648
 29, 73292 ,          334,       37191,        24,                2, 0.29427273194736897,              2,           32632,            1,     23.418341063671
 42, 64644 ,          461,       64488,        48,                2, 0.7405187464146769 ,              0,            3112,            1,     15.969414871223446
 69, 45732 ,          770,       80082,        60,               12, 0.4159318492816395 ,              3,            1293,            1,     15.358389040428406
 38, 63093 ,          830,       41044,        36,                5, 0.7289243439349874 ,              3,            5150,            1,     22.886000635217066
 53, 40534 ,          722,       54600,        60,                1, 0.3093567596781973 ,              0,             570,            1,     15.977933120602103
 40, 97004 ,          647,       92457,        60,                1, 0.37115380867494585,              3,            4025,            1,     18.199595734215286
 33, -3286 ,          446,       53776,        24,                1, 0.7629834317729564 ,              2,           10302,            0,     11.61921954261075
 56, 63458 ,          673,       17836,        60,                1, 0.24092011565214477,              3,            1841,            1,     15.731932731200374
 62, 14708 ,          715,       79525,        36,                1, 0.5049508061558017 ,              2,            9993,            1,     13.69727961077772
 59, 45486 ,          793,       57648,        48,                5, 0.37195722999207803,              3,           35737,            1,     13.375999455642551
 56, 48287 ,          555,       18740,        12,                0, 0.6419168195481092 ,              2,           19965,            1,     17.608426191155043
 31, 80152 ,          402,       18102,        24,                2, 0.1905074598199502 ,              2,            4413,            1,     15.605321068856687
 48, 36156 ,          420,       85893,        36,                4, 0.406050478303268  ,              0,            5473,            1,     14.16380793329898
 22, 76160 ,          718,       56334,        24,                1, 0.5892528387916842 ,              0,            5435,            1,     18.649308513513688
 52, 26423 ,          649,       35255,        48,                0, 0.38491136450431185,              4,           19654,            1,     22.19257177827913
 40, 76933 ,          341,       30221,        60,                0, 0.1409722174927637 ,              0,           50875,            1,     21.553168949410015
 46, 40513 ,          666,       68265,        60,                0, 0.5935785829347408 ,              2,           17481,            1,     15.259918120973994
 60, 51468 ,          328,        5719,        36,                9, 0.4522388293794882 ,              2,            8167,            1,     15.420750408907939
 28, 43272 ,          313,       88442,        48,                5, 0.10791608067607039,              3,            1024,            1,     21.51472358536188
 35, 75647 ,          784,       28140,        12,                0, 0.5288591266598612 ,              3,           30896,            1,     19.2431908449635
 64, 71754 ,          488,       60779,        12,                2, 0.7439167157701505 ,              4,           19664,            1,     21.65141443014827
 29, 58870 ,          594,        6069,        60,                1, 0.1777181637481823 ,              2,           18414,            1,     12.017749742906382
 26, 26962 ,          482,       59714,        48,                4, 0.5134698645064183 ,              4,            4972,            1,     13.132795558205574
 27, 35699 ,          847,       78285,        48,                3, 0.6100682172338413 ,              2,            5927,            1,     22.425610840130403
 61, 29428 ,          336,       17935,        36,                3, 0.1495415690982138 ,              0,            1274,            1,     23.064544280086523
 34, 5037  ,          313,       49035,        12,                1, 0.11583082071493042,              3,           27785,            1,     16.464722317143206
 55, 75226 ,          458,       32937,        36,                0, 0.4249371066514631 ,              4,           28688,            1,     24.458353166444656
 24, 43443 ,          793,       23540,        24,                6, 0.6538306810640547 ,              1,            2936,            1,     15.92040262407892
 63, 43230 ,          628,       78480,        48,               10, 0.21250358706952985,              2,           11907,            1,     23.573682122411114
 30, 79922 ,          382,       53702,        12,               14, 0.6856460905504461 ,              0,            2275,            1,     17.482218103783723
 57, 40480 ,          321,       83283,        36,                0, 0.5596040787965173 ,              1,            4991,            1,     19.303512559441266
 59, 33190 ,          431,       81041,        60,                6, 0.33252130145194   ,              0,            3600,            1,     20.36253950131065
 26, 45505 ,          764,       82233,        24,                6, 0.46107805894471465,              0,            4936,            1,     13.730407610186461
 67, 27346 ,          755,       41907,        36,               14, 0.7759024858087169 ,              2,            3695,            1,     12.482448225480551
 44, 56887 ,          601,       20221,        60,                1, 0.2515058794426372 ,              0,            4235,            1,     17.548403736722126
 19, 42526 ,          566,       59781,        12,                6, 0.44967477842082815,              4,           15657,            1,     14.084634804503157
 22, 39854 ,          694,       12087,        12,                0, 0.5371405892753346 ,              1,            3567,            1,     19.13613961421877
 46, 38121 ,          419,       91998,        24,                4, 0.1966102238329664 ,              0,           16857,            1,     17.897345344530407
 54, 47875 ,          545,       27789,        60,                2, 0.13046546203631676,              0,            8391,            1,     13.587269097719364
 55, 51669 ,          337,       61023,        48,                7, 0.1094219670520299 ,              3,           15161,            1,     20.65520561028527
 36, 39600 ,          544,       38400,        12,                9, 0.3272849996200114 ,              3,           25119,            1,     12.26643225336629
 25, 42824 ,          320,        7199,        48,                2, 0.15176310613940577,              4,            1489,            1,     13.642982986716301
 65, 48369 ,          409,       52316,        48,                3, 0.6626389667787802 ,              3,            4214,            1,     21.102134870980755
 62, 46351 ,          693,       92273,        36,                0, 0.7981236690132222 ,              0,             571,            1,     18.862120457223906
 18, 50621 ,          709,       57062,        36,                2, 0.14291267521412482,              0,            5224,            1,     15.66512858167207
 39, 36466 ,          307,       76609,        12,                2, 0.40290839315340776,              1,            2710,            1,     14.343199698630292
 69, 70091 ,          743,       21744,        48,                1, 0.11801248608780235,              3,            8478,            1,     20.349688492932366
 34, 51936 ,          627,       81095,        36,               11, 0.19379362353008428,              2,           15296,            1,     14.672756644959456
 24, 39923 ,          589,       60517,        60,                0, 0.3260457926374719 ,              3,            6662,            1,     24.799944036705305
 42, 56887 ,          810,       53865,        60,                5, 0.3755887491403549 ,              0,            4058,            1,     23.30104587094852
 62, 48512 ,          660,       78937,        60,               11, 0.7578480625000481 ,              1,            1655,            1,     13.718053347628512
 21, 15323 ,          518,       82195,        60,               12, 0.37708576612982714,              3,             271,            1,     23.168983318270463
 53, 56819 ,          705,       18894,        48,                7, 0.4473943613401815 ,              1,           11328,            1,     16.485556162203892
 23, 29609 ,          519,       34160,        60,                0, 0.2719083577917065 ,              3,             310,            1,     18.36976366275262
 48, 68688 ,          406,       58095,        48,                8, 0.10008759712960286,              4,           25362,            1,     13.85671583698077
 36, 45165 ,          585,       34272,        12,                1, 0.7295341197131947 ,              0,            9019,            1,     13.541439136966714
 61, 65601 ,          307,       59021,        12,               12, 0.15720032992541338,              0,            4358,            1,     23.251408558809683
 56, 37395 ,          488,       95048,        60,                6, 0.7749741887253604 ,              2,             428,            1,     20.188729133438084
 44, 51398 ,          380,       38645,        60,                7, 0.1915908728701822 ,              0,            5335,            1,     17.985993130218134
 27, 74204 ,          407,       26179,        60,                0, 0.5234149365253082 ,              2,           20196,            1,     12.470130132855441
 43, 44619 ,          620,       15691,        12,                4, 0.7995874114996459 ,              0,           35006,            1,     23.985505834156907
 36, 38183 ,          645,       86646,        36,                8, 0.19692521724877313,              3,             887,            1,     16.88914695272418
 56, 63100 ,          627,       50311,        12,                9, 0.396760159457877  ,              3,           15012,            1,     17.416439217762502
 20, 62713 ,          601,       44038,        60,                0, 0.6462965682800336 ,              4,            2988,            1,     15.76752388208564
 62, 39025 ,          499,       29967,        36,               13, 0.12253310489497779,              3,            4771,            1,     23.586770258623062
 30, 10290 ,          718,       33478,        36,                0, 0.5828479257980312 ,              1,            7933,            1,     16.479601993332132
 67, 37799 ,          338,       60775,        24,                4, 0.15626133652355964,              3,           52454,            1,     14.265241002164572
 45, 63547 ,          606,       75624,        48,                5, 0.2655640995912585 ,              2,            2342,            1,     18.507243534017782
 37, 34499 ,          303,       45332,        60,                0, 0.2120533137453523 ,              4,            1398,            1,     22.159404570979554
 45, 49781 ,          376,       12066,        48,                0, 0.7351355021528554 ,              1,            9038,            1,     16.827400192482248
 25, 36850 ,          767,       44313,        24,                7, 0.2263197017471766 ,              1,           19176,            1,     20.476599857392856
 58, 11356 ,          478,       72857,        48,                2, 0.12830386686061004,              0,           10447,            1,     15.954915940394715
 56, 36490 ,          575,       50900,        60,                0, 0.5113379749134336 ,              2,            4270,            1,     21.356910029609303
 18, 63462 ,          451,       95069,        24,                7, 0.34232664778679145,              3,           37715,            1,     20.69341035658445
 20, 2594  ,          463,       95045,        48,                9, 0.38399435444895647,              3,           53047,            1,     20.849812418493926
 30, 55043 ,          589,       46098,        12,                4, 0.18334392140378292,              0,           14725,            1,     20.396799353722326
 45, 26278 ,          677,       13294,        36,                0, 0.6237641440032362 ,              3,           16215,            1,     14.032060331481677
 66, 62168 ,          609,       67580,        24,                0, 0.5210875547504626 ,              1,           14306,            1,     23.543882800773808
 42, 64286 ,          688,       43101,        12,                6, 0.354951931323796  ,              3,            2979,            1,     19.614785529080688
 50, 46561 ,          482,       30059,        60,                3, 0.2201024606341952 ,              3,            1628,            1,     16.97103178027782
 55, 46606 ,          605,       45626,        36,                5, 0.5154162174193924 ,              1,            8082,            1,     14.24035887858189
 23, 33872 ,          371,       25703,        24,                8, 0.6450180956551642 ,              2,           30822,            1,     22.1865542998646
 61, 23088 ,          518,       66417,        36,                2, 0.31867809870703645,              2,           21061,            1,     18.61762781453828
 62, 83961 ,          472,       64228,        24,                0, 0.11810226847701798,              1,            1130,            1,     13.914810053867738
 49, 32698 ,          571,        8205,        24,               14, 0.25004078932708884,              1,             586,            1,     23.978471124514854
 62, 81355 ,          767,       39929,        48,                3, 0.5776784732249806 ,              4,           20696,            1,     13.379071600444814
 64, 32809 ,          568,       88384,        36,                4, 0.7923674642198459 ,              4,            9493,            1,     18.81487554070834
 38, 60503 ,          319,       38411,        36,               13, 0.10936336758614357,              3,            3628,            1,     19.937558158272573
 33, 27243 ,          802,       85522,        12,               13, 0.31430749349247056,              3,            8250,            1,     24.986799736913255
 38, 60467 ,          446,       16628,        60,                4, 0.1434146093141872 ,              4,            2506,            1,     13.831904226912586
 28, 43488 ,          728,       75089,        12,                1, 0.3214445014341225 ,              3,           29365,            1,     19.976282564362354
 54, 43749 ,          464,       11518,        48,               29, 0.3841400401891949 ,              2,           17556,            1,     18.19730532823165
 53, 62200 ,          609,       43491,        24,                5, 0.7446034643623786 ,              2,           32764,            1,     15.342489596891046
 52, 40617 ,          817,       12946,        48,                2, 0.15639255958348514,              0,            2070,            1,     24.24873220812234
 36, 21437 ,          313,        5610,        48,                4, 0.643993837146039  ,              4,           18557,            1,     22.28096787980343
 37, 65226 ,          431,       74838,        12,                2, 0.3768740772440744 ,              2,            8216,            1,     22.101751216997833
 35, 27081 ,          738,       39311,        24,               10, 0.6678839947668495 ,              0,            3930,            1,     23.689418589187937
 64, 60330 ,          562,       46876,        60,                3, 0.459381529727935  ,              1,            6532,            1,     21.425572813500615
 58, 69459 ,          524,       85192,        48,                8, 0.12749742719038706,              2,           28892,            1,     18.587612992562917
 66, 42490 ,          557,       55333,        60,                9, 0.7623441193003871 ,              0,           11758,            1,     17.089974565259386
 31, 73647 ,          533,       56298,        24,                8, 0.15791384440416528,              3,            4461,            1,     21.15373585052467
 32, 59635 ,          635,       89192,        24,                6, 0.5183784517736293 ,              0,           92071,            1,     19.836553435773077
 48, 36082 ,          708,       46811,        12,                9, 0.714367434053461  ,              2,            4242,            1,     19.057394196930446
 18, 78028 ,          323,       75072,        36,                2, 0.15583885842513573,              3,           16805,            1,     19.657742953190017
 20, 27166 ,          570,       47974,        12,                0, 0.487725371891209  ,              3,           15342,            1,     20.519518704052555
 33, 42465 ,          394,       24856,        60,                9, 0.6770029128671166 ,              0,           12834,            1,     24.593154504996747
 40, 45873 ,          441,       49830,        12,                3, 0.7904272960520571 ,              0,           11069,            1,     21.791054800737477
 28, 62104 ,          380,       86983,        24,                0, 0.6070291805698149 ,              2,            1150,            1,     14.29362494877982
 29, 72308 ,          573,       50823,        48,                0, 0.2948340628243056 ,              3,           52895,            1,     18.067994112253636
 27, 71055 ,          575,       79397,        36,                0, 0.5896992308917867 ,              4,            1755,            1,     20.817141787121862
 49, 54474 ,          764,       90814,        24,                6, 0.5940367385153477 ,              0,            9066,            1,     14.283501143694508
 33, 44394 ,          507,       72078,        48,                6, 0.5899762084732322 ,              4,            2865,            1,     24.125185346877494
 25, 13480 ,          595,       72951,        60,                1, 0.6979823059651741 ,              4,            1848,            1,     13.001328828733062
 55, 23717 ,          338,       17905,        60,                9, 0.16116604376364366,              3,            8197,            1,     19.94278171863697
 29, 85333 ,          587,       26601,        60,                1, 0.1758938917908034 ,              2,           18099,            1,     24.68715950904863
